,NAME,Total Population,"Not Hispanic, White","Not Hispanic, Black","Not Hispanic, American Indian","Not Hispanic, Asian","Not Hispanic, Native Hawaiian","Not Hispanic, Other","Not Hispanic, Two or More Races",Hispanic,Median HH Income,state,county,tract
173,"Census Tract 209, Philadelphia County, Pennsylvania",3058.0,2415.0,301.0,36.0,34.0,0.0,0.0,8.0,264.0,73068.0,42,101,020900
174,"Census Tract 210, Philadelphia County, Pennsylvania",5401.0,4163.0,612.0,14.0,139.0,0.0,0.0,83.0,390.0,75784.0,42,101,021000
175,"Census Tract 211, Philadelphia County, Pennsylvania",2419.0,1758.0,217.0,0.0,83.0,0.0,0.0,71.0,290.0,66453.0,42,101,021100
176,"Census Tract 212, Philadelphia County, Pennsylvania",2683.0,1985.0,416.0,0.0,92.0,0.0,0.0,45.0,145.0,90325.0,42,101,021200
177,"Census Tract 213, Philadelphia County, Pennsylvania",3319.0,2695.0,281.0,0.0,63.0,0.0,0.0,153.0,127.0,74688.0,42,101,021300
178,"Census Tract 214, Philadelphia County, Pennsylvania",3779.0,3045.0,347.0,0.0,72.0,0.0,0.0,148.0,167.0,76214.0,42,101,021400
179,"Census Tract 215, Philadelphia County, Pennsylvania",3903.0,3079.0,506.0,0.0,138.0,0.0,0.0,86.0,94.0,81989.0,42,101,021500
180,"Census Tract 216, Philadelphia County, Pennsylvania",2394.0,1579.0,364.0,0.0,93.0,0.0,50.0,188.0,120.0,78438.0,42,101,021600
181,"Census Tract 217, Philadelphia County, Pennsylvania",5943.0,4016.0,1112.0,0.0,97.0,0.0,25.0,429.0,264.0,84550.0,42,101,021700
182,"Census Tract 218, Philadelphia County, Pennsylvania",5032.0,3141.0,1100.0,0.0,163.0,0.0,0.0,285.0,343.0,66039.0,42,101,021800
183,"Census Tract 219, Philadelphia County, Pennsylvania",1445.0,1334.0,61.0,0.0,9.0,0.0,0.0,0.0,41.0,61489.0,42,101,021900
184,"Census Tract 220, Philadelphia County, Pennsylvania",1474.0,1160.0,178.0,0.0,73.0,9.0,0.0,0.0,54.0,103750.0,42,101,022000
185,"Census Tract 231, Philadelphia County, Pennsylvania",1286.0,1190.0,22.0,0.0,4.0,0.0,0.0,22.0,48.0,123682.0,42,101,023100
186,"Census Tract 235, Philadelphia County, Pennsylvania",1358.0,858.0,468.0,0.0,1.0,0.0,0.0,30.0,1.0,74766.0,42,101,023500
187,"Census Tract 236, Philadelphia County, Pennsylvania",2344.0,1345.0,787.0,0.0,35.0,0.0,70.0,65.0,42.0,105054.0,42,101,023600
188,"Census Tract 237, Philadelphia County, Pennsylvania",4669.0,1638.0,2624.0,0.0,50.0,0.0,0.0,250.0,107.0,81104.0,42,101,023700
189,"Census Tract 238, Philadelphia County, Pennsylvania",4744.0,892.0,3423.0,0.0,20.0,0.0,0.0,206.0,203.0,80470.0,42,101,023800
190,"Census Tract 239, Philadelphia County, Pennsylvania",1594.0,391.0,923.0,0.0,93.0,0.0,0.0,134.0,53.0,29554.0,42,101,023900
191,"Census Tract 240, Philadelphia County, Pennsylvania",3667.0,1295.0,1890.0,11.0,99.0,0.0,21.0,122.0,229.0,54266.0,42,101,024000
192,"Census Tract 241, Philadelphia County, Pennsylvania",1415.0,233.0,1000.0,0.0,0.0,0.0,5.0,134.0,43.0,14310.0,42,101,024100
193,"Census Tract 242, Philadelphia County, Pennsylvania",4077.0,493.0,3380.0,0.0,45.0,0.0,0.0,42.0,117.0,24390.0,42,101,024200
194,"Census Tract 243, Philadelphia County, Pennsylvania",4020.0,447.0,3303.0,37.0,75.0,0.0,0.0,129.0,29.0,38333.0,42,101,024300
195,"Census Tract 244, Philadelphia County, Pennsylvania",3453.0,320.0,2779.0,193.0,0.0,0.0,0.0,0.0,161.0,36762.0,42,101,024400
196,"Census Tract 245, Philadelphia County, Pennsylvania",4344.0,161.0,4121.0,0.0,26.0,0.0,0.0,11.0,25.0,19603.0,42,101,024500
197,"Census Tract 246, Philadelphia County, Pennsylvania",2722.0,236.0,2230.0,0.0,38.0,0.0,73.0,48.0,97.0,26447.0,42,101,024600
198,"Census Tract 247, Philadelphia County, Pennsylvania",3798.0,212.0,3296.0,7.0,16.0,0.0,0.0,114.0,153.0,31724.0,42,101,024700
199,"Census Tract 248, Philadelphia County, Pennsylvania",2360.0,79.0,2116.0,0.0,0.0,9.0,52.0,39.0,65.0,44083.0,42,101,024800
200,"Census Tract 249, Philadelphia County, Pennsylvania",2529.0,45.0,2440.0,0.0,0.0,0.0,0.0,35.0,9.0,24605.0,42,101,024900
201,"Census Tract 252, Philadelphia County, Pennsylvania",8502.0,321.0,7588.0,130.0,49.0,0.0,0.0,57.0,357.0,29167.0,42,101,025200
202,"Census Tract 253, Philadelphia County, Pennsylvania",4968.0,552.0,4247.0,0.0,61.0,0.0,0.0,108.0,0.0,45730.0,42,101,025300
203,"Census Tract 254, Philadelphia County, Pennsylvania",4410.0,360.0,3695.0,0.0,25.0,0.0,24.0,188.0,118.0,58952.0,42,101,025400
204,"Census Tract 255, Philadelphia County, Pennsylvania",2775.0,1034.0,1387.0,0.0,93.0,0.0,29.0,200.0,32.0,66786.0,42,101,025500
205,"Census Tract 256, Philadelphia County, Pennsylvania",2817.0,1146.0,1078.0,0.0,87.0,0.0,55.0,160.0,291.0,86434.0,42,101,025600
206,"Census Tract 257, Philadelphia County, Pennsylvania",3997.0,1904.0,1529.0,0.0,191.0,0.0,0.0,81.0,292.0,56198.0,42,101,025700
207,"Census Tract 258, Philadelphia County, Pennsylvania",1789.0,92.0,1395.0,0.0,24.0,0.0,0.0,278.0,0.0,41250.0,42,101,025800
208,"Census Tract 259, Philadelphia County, Pennsylvania",4400.0,58.0,4175.0,0.0,13.0,0.0,118.0,18.0,18.0,47184.0,42,101,025900
209,"Census Tract 260, Philadelphia County, Pennsylvania",3206.0,81.0,3029.0,13.0,0.0,0.0,0.0,62.0,21.0,56601.0,42,101,026000
210,"Census Tract 261, Philadelphia County, Pennsylvania",3263.0,84.0,3150.0,0.0,0.0,0.0,0.0,8.0,21.0,45379.0,42,101,026100
211,"Census Tract 262, Philadelphia County, Pennsylvania",3792.0,109.0,3592.0,0.0,20.0,0.0,0.0,0.0,71.0,51498.0,42,101,026200
212,"Census Tract 263.01, Philadelphia County, Pennsylvania",3772.0,73.0,3435.0,0.0,1.0,0.0,0.0,123.0,140.0,46804.0,42,101,026301
213,"Census Tract 263.02, Philadelphia County, Pennsylvania",4629.0,150.0,4330.0,0.0,45.0,0.0,0.0,0.0,104.0,53175.0,42,101,026302
214,"Census Tract 264, Philadelphia County, Pennsylvania",5728.0,60.0,5646.0,0.0,0.0,0.0,0.0,0.0,22.0,58798.0,42,101,026400
215,"Census Tract 265, Philadelphia County, Pennsylvania",5217.0,123.0,4928.0,0.0,0.0,0.0,22.0,128.0,16.0,47740.0,42,101,026500
216,"Census Tract 266, Philadelphia County, Pennsylvania",6645.0,31.0,6154.0,0.0,0.0,0.0,0.0,309.0,151.0,46286.0,42,101,026600
217,"Census Tract 267, Philadelphia County, Pennsylvania",7298.0,2.0,7036.0,0.0,0.0,0.0,0.0,220.0,40.0,44597.0,42,101,026700
218,"Census Tract 268, Philadelphia County, Pennsylvania",4408.0,355.0,3396.0,54.0,62.0,0.0,0.0,195.0,346.0,41941.0,42,101,026800
219,"Census Tract 269, Philadelphia County, Pennsylvania",2268.0,398.0,1751.0,0.0,0.0,0.0,0.0,29.0,90.0,65850.0,42,101,026900
220,"Census Tract 270, Philadelphia County, Pennsylvania",2668.0,231.0,2242.0,0.0,125.0,4.0,25.0,0.0,41.0,75990.0,42,101,027000
221,"Census Tract 271, Philadelphia County, Pennsylvania",2786.0,195.0,1923.0,0.0,432.0,0.0,0.0,80.0,156.0,51881.0,42,101,027100
222,"Census Tract 272, Philadelphia County, Pennsylvania",4746.0,223.0,3700.0,0.0,252.0,0.0,0.0,71.0,500.0,55610.0,42,101,027200
223,"Census Tract 273, Philadelphia County, Pennsylvania",5598.0,286.0,3807.0,45.0,989.0,0.0,0.0,253.0,218.0,43132.0,42,101,027300
224,"Census Tract 274.01, Philadelphia County, Pennsylvania",2798.0,112.0,1521.0,0.0,660.0,0.0,0.0,29.0,476.0,42331.0,42,101,027401
225,"Census Tract 274.02, Philadelphia County, Pennsylvania",7739.0,464.0,4282.0,0.0,492.0,0.0,0.0,53.0,2448.0,53889.0,42,101,027402
226,"Census Tract 275, Philadelphia County, Pennsylvania",4801.0,231.0,3070.0,0.0,267.0,0.0,0.0,29.0,1204.0,52699.0,42,101,027500
227,"Census Tract 276, Philadelphia County, Pennsylvania",4347.0,23.0,3858.0,0.0,12.0,0.0,48.0,159.0,247.0,39727.0,42,101,027600
228,"Census Tract 277, Philadelphia County, Pennsylvania",4935.0,76.0,4425.0,0.0,133.0,0.0,0.0,278.0,23.0,30123.0,42,101,027700
229,"Census Tract 278, Philadelphia County, Pennsylvania",4473.0,89.0,4258.0,0.0,35.0,0.0,0.0,40.0,51.0,43352.0,42,101,027800
230,"Census Tract 279.01, Philadelphia County, Pennsylvania",3806.0,51.0,3461.0,0.0,20.0,0.0,25.0,172.0,77.0,39048.0,42,101,027901
231,"Census Tract 279.02, Philadelphia County, Pennsylvania",4557.0,1329.0,2646.0,0.0,198.0,0.0,7.0,38.0,339.0,34464.0,42,101,027902
232,"Census Tract 280, Philadelphia County, Pennsylvania",4132.0,56.0,4018.0,0.0,1.0,0.0,0.0,20.0,37.0,31611.0,42,101,028000
233,"Census Tract 281, Philadelphia County, Pennsylvania",4738.0,293.0,4171.0,0.0,0.0,0.0,0.0,98.0,176.0,52995.0,42,101,028100
234,"Census Tract 282, Philadelphia County, Pennsylvania",4484.0,130.0,3567.0,0.0,597.0,0.0,0.0,0.0,190.0,30395.0,42,101,028200
235,"Census Tract 283, Philadelphia County, Pennsylvania",7386.0,89.0,5703.0,0.0,919.0,0.0,0.0,128.0,547.0,26944.0,42,101,028300
236,"Census Tract 284, Philadelphia County, Pennsylvania",3598.0,108.0,2927.0,0.0,216.0,0.0,0.0,47.0,300.0,20365.0,42,101,028400
237,"Census Tract 285, Philadelphia County, Pennsylvania",2877.0,45.0,1118.0,0.0,421.0,6.0,0.0,50.0,1237.0,55588.0,42,101,028500
238,"Census Tract 286, Philadelphia County, Pennsylvania",6515.0,129.0,3821.0,0.0,458.0,0.0,122.0,42.0,1943.0,29355.0,42,101,028600
239,"Census Tract 287, Philadelphia County, Pennsylvania",2784.0,74.0,486.0,0.0,33.0,0.0,0.0,37.0,2154.0,19819.0,42,101,028700
240,"Census Tract 288, Philadelphia County, Pennsylvania",5001.0,584.0,722.0,0.0,606.0,0.0,0.0,16.0,3073.0,36360.0,42,101,028800
241,"Census Tract 289.01, Philadelphia County, Pennsylvania",4578.0,114.0,417.0,70.0,696.0,0.0,0.0,13.0,3268.0,39712.0,42,101,028901
242,"Census Tract 289.02, Philadelphia County, Pennsylvania",6906.0,411.0,1536.0,0.0,557.0,0.0,0.0,224.0,4178.0,29615.0,42,101,028902
243,"Census Tract 290, Philadelphia County, Pennsylvania",8010.0,389.0,2457.0,0.0,1484.0,0.0,0.0,268.0,3412.0,34391.0,42,101,029000
244,"Census Tract 291, Philadelphia County, Pennsylvania",4824.0,199.0,1125.0,0.0,1011.0,0.0,1032.0,54.0,1403.0,16862.0,42,101,029100
245,"Census Tract 292, Philadelphia County, Pennsylvania",4881.0,584.0,2180.0,115.0,263.0,0.0,0.0,21.0,1718.0,58306.0,42,101,029200
246,"Census Tract 293, Philadelphia County, Pennsylvania",3048.0,1155.0,414.0,45.0,0.0,0.0,8.0,7.0,1419.0,39946.0,42,101,029300
247,"Census Tract 294, Philadelphia County, Pennsylvania",3811.0,321.0,1628.0,0.0,181.0,0.0,0.0,0.0,1681.0,21024.0,42,101,029400
248,"Census Tract 298, Philadelphia County, Pennsylvania",5303.0,795.0,2305.0,0.0,330.0,0.0,0.0,16.0,1857.0,34386.0,42,101,029800
249,"Census Tract 299, Philadelphia County, Pennsylvania",4531.0,554.0,1990.0,0.0,48.0,0.0,1.0,149.0,1789.0,25556.0,42,101,029900
250,"Census Tract 300, Philadelphia County, Pennsylvania",7376.0,1010.0,3943.0,48.0,101.0,0.0,17.0,293.0,1964.0,28906.0,42,101,030000
251,"Census Tract 301, Philadelphia County, Pennsylvania",6225.0,815.0,3041.0,0.0,457.0,0.0,0.0,163.0,1749.0,23714.0,42,101,030100
252,"Census Tract 302, Philadelphia County, Pennsylvania",8835.0,1669.0,4192.0,28.0,193.0,0.0,87.0,30.0,2636.0,49940.0,42,101,030200
253,"Census Tract 305.01, Philadelphia County, Pennsylvania",5348.0,569.0,2904.0,0.0,264.0,0.0,0.0,94.0,1517.0,39688.0,42,101,030501
254,"Census Tract 305.02, Philadelphia County, Pennsylvania",7702.0,693.0,3580.0,0.0,416.0,0.0,62.0,1476.0,1475.0,50858.0,42,101,030502
255,"Census Tract 306, Philadelphia County, Pennsylvania",6851.0,2468.0,2093.0,0.0,502.0,0.0,0.0,129.0,1659.0,50870.0,42,101,030600
256,"Census Tract 307, Philadelphia County, Pennsylvania",4421.0,1110.0,1934.0,0.0,282.0,0.0,8.0,216.0,871.0,47039.0,42,101,030700
257,"Census Tract 308, Philadelphia County, Pennsylvania",5727.0,1795.0,1174.0,0.0,858.0,0.0,59.0,616.0,1225.0,55695.0,42,101,030800
258,"Census Tract 1.01, Philadelphia County, Pennsylvania",1879.0,1348.0,98.0,0.0,196.0,0.0,0.0,14.0,223.0,104458.0,42,101,000101
259,"Census Tract 1.02, Philadelphia County, Pennsylvania",2988.0,2533.0,184.0,0.0,58.0,0.0,0.0,75.0,138.0,104236.0,42,101,000102
260,"Census Tract 2, Philadelphia County, Pennsylvania",3175.0,796.0,170.0,0.0,1898.0,0.0,0.0,43.0,268.0,83854.0,42,101,000200
261,"Census Tract 3, Philadelphia County, Pennsylvania",3586.0,2073.0,182.0,0.0,581.0,20.0,19.0,535.0,176.0,84843.0,42,101,000300
262,"Census Tract 4.01, Philadelphia County, Pennsylvania",2577.0,1524.0,396.0,0.0,478.0,0.0,0.0,78.0,101.0,73438.0,42,101,000401
263,"Census Tract 4.03, Philadelphia County, Pennsylvania",775.0,624.0,28.0,0.0,50.0,0.0,0.0,0.0,73.0,208824.0,42,101,000403
264,"Census Tract 4.04, Philadelphia County, Pennsylvania",3383.0,2777.0,177.0,0.0,350.0,0.0,0.0,42.0,37.0,80774.0,42,101,000404
265,"Census Tract 5, Philadelphia County, Pennsylvania",2826.0,966.0,830.0,40.0,384.0,0.0,0.0,238.0,368.0,54750.0,42,101,000500
266,"Census Tract 6, Philadelphia County, Pennsylvania",1312.0,923.0,122.0,0.0,164.0,0.0,0.0,0.0,103.0,86786.0,42,101,000600
267,"Census Tract 7.01, Philadelphia County, Pennsylvania",1665.0,1299.0,23.0,0.0,265.0,0.0,0.0,0.0,78.0,83357.0,42,101,000701
268,"Census Tract 7.02, Philadelphia County, Pennsylvania",2114.0,985.0,218.0,0.0,648.0,9.0,0.0,64.0,190.0,49833.0,42,101,000702
269,"Census Tract 8.01, Philadelphia County, Pennsylvania",1631.0,1292.0,26.0,0.0,132.0,0.0,0.0,112.0,69.0,118750.0,42,101,000801
270,"Census Tract 8.03, Philadelphia County, Pennsylvania",2921.0,2285.0,83.0,0.0,323.0,0.0,31.0,70.0,129.0,71905.0,42,101,000803
271,"Census Tract 8.05, Philadelphia County, Pennsylvania",2642.0,2006.0,43.0,0.0,357.0,0.0,0.0,117.0,119.0,78438.0,42,101,000805
272,"Census Tract 8.06, Philadelphia County, Pennsylvania",2149.0,1686.0,22.0,0.0,293.0,0.0,0.0,44.0,104.0,157889.0,42,101,000806
273,"Census Tract 9.01, Philadelphia County, Pennsylvania",1976.0,1435.0,124.0,0.0,337.0,0.0,0.0,17.0,63.0,46786.0,42,101,000901
274,"Census Tract 9.02, Philadelphia County, Pennsylvania",2764.0,1877.0,151.0,49.0,486.0,0.0,0.0,58.0,143.0,61312.0,42,101,000902
275,"Census Tract 10.01, Philadelphia County, Pennsylvania",2816.0,2602.0,8.0,0.0,77.0,8.0,0.0,56.0,65.0,117557.0,42,101,001001
276,"Census Tract 10.02, Philadelphia County, Pennsylvania",3158.0,2775.0,84.0,0.0,137.0,0.0,0.0,57.0,105.0,115132.0,42,101,001002
277,"Census Tract 11.01, Philadelphia County, Pennsylvania",4072.0,2664.0,587.0,0.0,387.0,0.0,40.0,205.0,189.0,60371.0,42,101,001101
278,"Census Tract 11.02, Philadelphia County, Pennsylvania",2532.0,2071.0,132.0,0.0,202.0,0.0,0.0,82.0,45.0,105368.0,42,101,001102
279,"Census Tract 12.01, Philadelphia County, Pennsylvania",4085.0,3150.0,160.0,17.0,242.0,0.0,13.0,271.0,232.0,106902.0,42,101,001201
280,"Census Tract 12.03, Philadelphia County, Pennsylvania",1827.0,1412.0,37.0,0.0,109.0,0.0,0.0,45.0,224.0,95900.0,42,101,001203
281,"Census Tract 12.04, Philadelphia County, Pennsylvania",3156.0,2459.0,142.0,6.0,268.0,17.0,0.0,57.0,207.0,82976.0,42,101,001204
282,"Census Tract 13.01, Philadelphia County, Pennsylvania",1672.0,1135.0,339.0,0.0,60.0,0.0,0.0,90.0,48.0,150903.0,42,101,001301
283,"Census Tract 13.02, Philadelphia County, Pennsylvania",5213.0,3561.0,1059.0,0.0,232.0,0.0,0.0,128.0,233.0,104797.0,42,101,001302
284,"Census Tract 14, Philadelphia County, Pennsylvania",4100.0,2520.0,1124.0,0.0,260.0,0.0,36.0,107.0,53.0,95430.0,42,101,001400
285,"Census Tract 15, Philadelphia County, Pennsylvania",3260.0,1857.0,872.0,0.0,280.0,0.0,0.0,66.0,185.0,72596.0,42,101,001500
286,"Census Tract 16, Philadelphia County, Pennsylvania",2481.0,2087.0,123.0,0.0,99.0,0.0,9.0,63.0,100.0,116250.0,42,101,001600
287,"Census Tract 17, Philadelphia County, Pennsylvania",3039.0,2103.0,216.0,0.0,37.0,0.0,0.0,539.0,144.0,115476.0,42,101,001700
288,"Census Tract 18, Philadelphia County, Pennsylvania",3081.0,2250.0,542.0,0.0,173.0,0.0,0.0,69.0,47.0,94688.0,42,101,001800
289,"Census Tract 19, Philadelphia County, Pennsylvania",3995.0,2131.0,1166.0,0.0,391.0,0.0,0.0,91.0,216.0,121770.0,42,101,001900
290,"Census Tract 20, Philadelphia County, Pennsylvania",1882.0,537.0,1119.0,8.0,113.0,0.0,0.0,65.0,40.0,49282.0,42,101,002000
291,"Census Tract 21, Philadelphia County, Pennsylvania",2321.0,850.0,1171.0,0.0,168.0,0.0,4.0,56.0,72.0,73466.0,42,101,002100
292,"Census Tract 22, Philadelphia County, Pennsylvania",2669.0,1065.0,1400.0,0.0,117.0,0.0,22.0,15.0,50.0,54261.0,42,101,002200
293,"Census Tract 23, Philadelphia County, Pennsylvania",2977.0,1950.0,48.0,0.0,699.0,0.0,0.0,33.0,247.0,72244.0,42,101,002300
294,"Census Tract 24, Philadelphia County, Pennsylvania",4892.0,3395.0,370.0,0.0,465.0,0.0,0.0,189.0,473.0,81476.0,42,101,002400
295,"Census Tract 25, Philadelphia County, Pennsylvania",4199.0,2416.0,721.0,23.0,547.0,0.0,0.0,84.0,408.0,66851.0,42,101,002500
296,"Census Tract 309, Philadelphia County, Pennsylvania",4753.0,1173.0,1998.0,0.0,253.0,0.0,6.0,244.0,1079.0,51078.0,42,101,030900
297,"Census Tract 310, Philadelphia County, Pennsylvania",7529.0,2201.0,2181.0,204.0,1524.0,0.0,46.0,138.0,1235.0,39739.0,42,101,031000
298,"Census Tract 311.01, Philadelphia County, Pennsylvania",4967.0,710.0,1661.0,0.0,685.0,0.0,84.0,121.0,1706.0,39924.0,42,101,031101
299,"Census Tract 311.02, Philadelphia County, Pennsylvania",4709.0,376.0,1768.0,0.0,369.0,0.0,48.0,114.0,2034.0,41625.0,42,101,031102
300,"Census Tract 312, Philadelphia County, Pennsylvania",5146.0,594.0,2567.0,16.0,448.0,0.0,71.0,56.0,1394.0,42202.0,42,101,031200
301,"Census Tract 313, Philadelphia County, Pennsylvania",7692.0,2147.0,1330.0,57.0,1459.0,0.0,515.0,419.0,1765.0,44485.0,42,101,031300
302,"Census Tract 314.01, Philadelphia County, Pennsylvania",7691.0,2454.0,1218.0,0.0,1485.0,0.0,122.0,583.0,1829.0,49490.0,42,101,031401
303,"Census Tract 314.02, Philadelphia County, Pennsylvania",6158.0,1174.0,718.0,11.0,2166.0,0.0,0.0,305.0,1784.0,44604.0,42,101,031402
304,"Census Tract 315.01, Philadelphia County, Pennsylvania",7134.0,3999.0,136.0,0.0,1715.0,0.0,0.0,131.0,1153.0,47957.0,42,101,031501
305,"Census Tract 315.02, Philadelphia County, Pennsylvania",3758.0,1564.0,831.0,0.0,655.0,0.0,0.0,104.0,604.0,44275.0,42,101,031502
306,"Census Tract 316, Philadelphia County, Pennsylvania",6553.0,3150.0,1647.0,0.0,635.0,0.0,0.0,0.0,1121.0,58321.0,42,101,031600
307,"Census Tract 317, Philadelphia County, Pennsylvania",5200.0,1594.0,738.0,0.0,462.0,0.0,0.0,264.0,2142.0,28621.0,42,101,031700
308,"Census Tract 318, Philadelphia County, Pennsylvania",4305.0,831.0,1860.0,0.0,237.0,0.0,0.0,171.0,1206.0,52879.0,42,101,031800
309,"Census Tract 319, Philadelphia County, Pennsylvania",5562.0,1686.0,2102.0,0.0,156.0,0.0,0.0,125.0,1493.0,44720.0,42,101,031900
310,"Census Tract 320, Philadelphia County, Pennsylvania",7941.0,4299.0,1133.0,0.0,216.0,0.0,0.0,138.0,2155.0,50227.0,42,101,032000
311,"Census Tract 321, Philadelphia County, Pennsylvania",3686.0,1614.0,547.0,0.0,39.0,0.0,0.0,88.0,1398.0,41752.0,42,101,032100
312,"Census Tract 323, Philadelphia County, Pennsylvania",3809.0,1197.0,1389.0,0.0,0.0,0.0,5.0,216.0,1002.0,28529.0,42,101,032300
313,"Census Tract 325, Philadelphia County, Pennsylvania",5943.0,2648.0,1246.0,0.0,621.0,0.0,41.0,200.0,1187.0,43543.0,42,101,032500
314,"Census Tract 326, Philadelphia County, Pennsylvania",7862.0,4424.0,884.0,0.0,1011.0,0.0,16.0,306.0,1221.0,60231.0,42,101,032600
315,"Census Tract 329, Philadelphia County, Pennsylvania",3695.0,1739.0,547.0,0.0,412.0,0.0,0.0,131.0,866.0,41211.0,42,101,032900
316,"Census Tract 330, Philadelphia County, Pennsylvania",9169.0,3890.0,1526.0,0.0,569.0,0.0,0.0,546.0,2638.0,44694.0,42,101,033000
317,"Census Tract 331.01, Philadelphia County, Pennsylvania",5476.0,3429.0,915.0,0.0,347.0,0.0,5.0,237.0,543.0,61477.0,42,101,033101
318,"Census Tract 331.02, Philadelphia County, Pennsylvania",3849.0,2625.0,298.0,0.0,26.0,0.0,0.0,303.0,597.0,46799.0,42,101,033102
319,"Census Tract 332, Philadelphia County, Pennsylvania",2951.0,1482.0,94.0,0.0,851.0,0.0,75.0,0.0,449.0,64871.0,42,101,033200
320,"Census Tract 333, Philadelphia County, Pennsylvania",3985.0,2637.0,496.0,0.0,286.0,0.0,0.0,134.0,432.0,53785.0,42,101,033300
321,"Census Tract 334, Philadelphia County, Pennsylvania",5551.0,2497.0,1305.0,0.0,1328.0,0.0,40.0,51.0,330.0,48967.0,42,101,033400
322,"Census Tract 335, Philadelphia County, Pennsylvania",3801.0,1625.0,845.0,0.0,738.0,0.0,0.0,145.0,448.0,47932.0,42,101,033500
323,"Census Tract 336, Philadelphia County, Pennsylvania",7028.0,3615.0,1489.0,0.0,1176.0,0.0,35.0,25.0,688.0,42988.0,42,101,033600
324,"Census Tract 337.01, Philadelphia County, Pennsylvania",7661.0,3264.0,1541.0,0.0,859.0,0.0,32.0,296.0,1669.0,48539.0,42,101,033701
325,"Census Tract 337.02, Philadelphia County, Pennsylvania",4359.0,2274.0,373.0,0.0,1354.0,0.0,253.0,0.0,105.0,65572.0,42,101,033702
326,"Census Tract 338, Philadelphia County, Pennsylvania",6858.0,4639.0,379.0,38.0,242.0,0.0,328.0,88.0,1144.0,57636.0,42,101,033800
327,"Census Tract 339, Philadelphia County, Pennsylvania",2893.0,1642.0,769.0,0.0,235.0,0.0,0.0,70.0,177.0,51710.0,42,101,033900
328,"Census Tract 340, Philadelphia County, Pennsylvania",3055.0,2146.0,230.0,0.0,206.0,0.0,5.0,0.0,468.0,89181.0,42,101,034000
329,"Census Tract 341, Philadelphia County, Pennsylvania",5310.0,3426.0,411.0,0.0,498.0,0.0,105.0,161.0,709.0,63485.0,42,101,034100
330,"Census Tract 342, Philadelphia County, Pennsylvania",3648.0,2565.0,671.0,0.0,111.0,0.0,5.0,0.0,296.0,56181.0,42,101,034200
331,"Census Tract 344, Philadelphia County, Pennsylvania",8083.0,5293.0,714.0,8.0,1221.0,0.0,0.0,66.0,781.0,81582.0,42,101,034400
332,"Census Tract 345.01, Philadelphia County, Pennsylvania",4852.0,2714.0,886.0,0.0,560.0,0.0,0.0,104.0,588.0,49176.0,42,101,034501
333,"Census Tract 345.02, Philadelphia County, Pennsylvania",5427.0,2757.0,1067.0,0.0,842.0,17.0,0.0,129.0,615.0,47714.0,42,101,034502
334,"Census Tract 346, Philadelphia County, Pennsylvania",2617.0,1030.0,702.0,0.0,208.0,0.0,0.0,35.0,642.0,51667.0,42,101,034600
335,"Census Tract 347.01, Philadelphia County, Pennsylvania",7314.0,4658.0,1125.0,6.0,1126.0,0.0,0.0,47.0,352.0,58370.0,42,101,034701
336,"Census Tract 347.02, Philadelphia County, Pennsylvania",3493.0,2482.0,339.0,0.0,313.0,0.0,0.0,8.0,351.0,88384.0,42,101,034702
337,"Census Tract 348.01, Philadelphia County, Pennsylvania",4739.0,4032.0,192.0,0.0,186.0,0.0,13.0,39.0,277.0,58571.0,42,101,034801
338,"Census Tract 348.02, Philadelphia County, Pennsylvania",5765.0,3200.0,1707.0,0.0,0.0,53.0,0.0,89.0,716.0,45956.0,42,101,034802
339,"Census Tract 348.03, Philadelphia County, Pennsylvania",3854.0,3148.0,76.0,11.0,91.0,0.0,14.0,104.0,410.0,80672.0,42,101,034803
340,"Census Tract 349, Philadelphia County, Pennsylvania",4959.0,2248.0,1307.0,0.0,185.0,0.0,21.0,79.0,1119.0,53947.0,42,101,034900
341,"Census Tract 351, Philadelphia County, Pennsylvania",4040.0,3181.0,397.0,0.0,180.0,0.0,0.0,159.0,123.0,59219.0,42,101,035100
342,"Census Tract 352, Philadelphia County, Pennsylvania",4733.0,4171.0,104.0,0.0,132.0,0.0,0.0,4.0,322.0,75972.0,42,101,035200
343,"Census Tract 353.01, Philadelphia County, Pennsylvania",5487.0,4395.0,112.0,0.0,127.0,0.0,0.0,116.0,737.0,78574.0,42,101,035301
344,"Census Tract 353.02, Philadelphia County, Pennsylvania",4569.0,3049.0,433.0,0.0,205.0,0.0,11.0,479.0,392.0,54219.0,42,101,035302
345,"Census Tract 355, Philadelphia County, Pennsylvania",7717.0,5714.0,488.0,0.0,706.0,14.0,102.0,434.0,259.0,60050.0,42,101,035500
346,"Census Tract 356.01, Philadelphia County, Pennsylvania",5221.0,3652.0,199.0,10.0,652.0,0.0,0.0,30.0,678.0,47616.0,42,101,035601
347,"Census Tract 356.02, Philadelphia County, Pennsylvania",3602.0,2319.0,45.0,0.0,912.0,10.0,0.0,43.0,273.0,87838.0,42,101,035602
348,"Census Tract 357.01, Philadelphia County, Pennsylvania",4758.0,2583.0,200.0,0.0,1341.0,0.0,0.0,319.0,315.0,41182.0,42,101,035701
349,"Census Tract 357.02, Philadelphia County, Pennsylvania",4330.0,3252.0,26.0,0.0,761.0,0.0,0.0,146.0,145.0,42101.0,42,101,035702
